pair_index,scene,source_id,target_id,method,num_correspondences,putative_inlier_ratio,rotation_error_deg,translation_error,success,runtime_seconds,mean_hops,best_hops,effective_rank,regeneration_updates,regenerated_correspondences,subsample_seconds,graph_seconds,seed_seconds,search_seconds,refinement_seconds,regeneration_seconds
487,7-scenes-redkitchen,57,38,sagereg_regen,660,0.0393939393939393,1.0814896442153332,0.0187230410193387,True,0.2417652849981095,1.6979166666666667,2.0,1.3429980979816347,6.0,3153.0,,,,,,
488,7-scenes-redkitchen,47,39,sagereg_regen,403,0.0049627791563275,158.4421526246774,2.9247845042471208,False,0.1290334860022994,1.4166666666666667,1.0,1.0307180047525255,4.0,1955.0,,,,,,
489,7-scenes-redkitchen,48,39,sagereg_regen,438,0.0068493150684931,120.87209901902824,2.307474188487231,False,0.145889994004392,1.6979166666666667,2.0,1.4443506751524136,6.0,1707.0,,,,,,
490,7-scenes-redkitchen,49,39,sagereg_regen,433,0.0023094688221709,171.57108443635562,2.928305324576032,False,0.1489614999954938,1.6458333333333333,2.0,1.6840259737628045,6.0,3010.0,,,,,,
491,7-scenes-redkitchen,50,39,sagereg_regen,409,0.0048899755501222,114.29641842942786,2.7936069136930324,False,0.1348978409951087,1.6458333333333333,2.0,1.0252997214697492,6.0,1281.0,,,,,,
492,7-scenes-redkitchen,52,39,sagereg_regen,420,0.0333333333333333,5.769213489073363,0.0683014279054049,True,0.1441320209996774,1.6666666666666667,2.0,1.7621086725399475,6.0,3271.0,,,,,,
493,7-scenes-redkitchen,53,39,sagereg_regen,567,0.0088183421516754,114.66846513836433,1.8567994913282708,False,0.1953502780015696,1.7708333333333333,1.0,1.2214512214928015,2.0,2408.0,,,,,,
494,7-scenes-redkitchen,55,39,sagereg_regen,964,0.0425311203319502,1.648665163008776,0.056926502162889,True,0.3449193009946611,1.8541666666666667,2.0,1.6487695339248072,3.0,4427.0,,,,,,
495,7-scenes-redkitchen,56,39,sagereg_regen,933,0.052518756698821,1.7572896812356378,0.0790534513981146,True,0.3183373539941385,1.84375,2.0,1.3072374739769963,4.0,3258.0,,,,,,
496,7-scenes-redkitchen,57,39,sagereg_regen,831,0.0673886883273164,1.5468473422477824,0.041551841865121,True,0.295125161006581,1.7708333333333333,2.0,1.396133640279872,3.0,2796.0,,,,,,
