pair_index,variant,rotation_error_deg,translation_error,success,runtime_seconds
32,hypotheses_30,4.608584298636326,0.1432807220021221,True,0.29601938200357836
32,motif_0,4.607072837188311,0.14324419158781923,True,0.28176587400230346
32,motif_075,4.607314893137936,0.14324940186159127,True,0.29504600299696904
32,motif_225,4.607092626386395,0.14324467628878243,True,0.291132408005069
48,base,168.8304277673151,3.33763648378564,False,0.1016326079989085
48,seeds_48,168.8304277673151,3.33763648378564,False,0.05831028900138335
48,seeds_72,168.8304277673151,3.33763648378564,False,0.08057168900268152
48,seeds_120,168.8304277673151,3.33763648378564,False,0.12010960800398607
48,neighbors_24,175.18090231125413,0.9683942468740528,False,0.09222339199914131
48,neighbors_36,168.8304151071051,3.3376366711105594,False,0.09918621999531751
48,neighbors_72,168.83042819875308,3.3376364771114067,False,0.10149356599868042
48,hypotheses_5,13.47116883322557,0.29998891932795846,True,0.09655936600029236
48,hypotheses_10,168.8304277673151,3.33763648378564,False,0.09843572299723746
48,hypotheses_30,168.8304277673151,3.33763648378564,False,0.1031330780024291
48,motif_0,175.18089502889066,0.9684008283902655,False,0.09691584100073669
48,motif_075,168.83043577697683,3.337636365513077,False,0.10002739800256677
48,motif_225,168.8304232975693,3.337636549067199,False,0.10103528200124856
64,base,99.51972399470122,0.6328219230554961,False,0.2901926140038995
64,seeds_48,99.50793232541061,0.6181177861913734,False,0.16210014800162753
64,seeds_72,99.50793232541061,0.6181177861913734,False,0.22183913399931043
64,seeds_120,99.51972399470122,0.6328219230554961,False,0.3631040690015652
64,neighbors_24,102.55914192541601,0.5398241202673849,False,0.21121130900428398
64,neighbors_36,102.2642824158141,0.5360567410252447,False,0.2537255799979903
64,neighbors_72,102.50312412297284,0.5591940517113297,False,0.35096671400242485
64,hypotheses_5,102.63615295014398,0.5432826293841623,False,0.28397814399795607
64,hypotheses_10,99.51972399470122,0.6328219230554961,False,0.28631723799480824
64,hypotheses_30,99.51972399470122,0.6328219230554961,False,0.29430038599821273
64,motif_0,99.13772164126661,0.6738010117601283,False,0.27403150199825177
64,motif_075,99.40116491158831,0.6137517428869422,False,0.2889643009984866
64,motif_225,99.51971371099673,0.6328289746185819,False,0.28838791599991964
80,base,2.1656627346842843,0.04145896996043397,True,0.2805161249998491
80,seeds_48,2.1656627346842843,0.04145896996043397,True,0.1511156979977386
80,seeds_72,2.1656627346842843,0.04145896996043397,True,0.21116032300051302
80,seeds_120,2.165595241454578,0.04143321184282179,True,0.3519708800013177
80,neighbors_24,2.5679596626327905,0.1080394173753302,True,0.20801125800062437
80,neighbors_36,4.089701131647587,0.1717876648506974,True,0.24534209599369206
80,neighbors_72,2.1653213017487696,0.041479151823083496,True,0.3281016529945191
80,hypotheses_5,2.567916936813363,0.10804902905457589,True,0.2742549700051313
80,hypotheses_10,2.1656627346842843,0.04145896996043397,True,0.27634383799886564
80,hypotheses_30,2.1656627346842843,0.04145896996043397,True,0.28360092300135875
80,motif_0,2.165811037707906,0.0414508119330026,True,0.2601376739985426
80,motif_075,2.1662068166568145,0.04137579297726904,True,0.278568510999321
80,motif_225,2.165662398124882,0.04147464264214343,True,0.27948983900569146
96,base,24.046069740898048,0.6589580447951044,False,0.3076748060047976
96,seeds_48,24.046512523927127,0.6589851024245992,False,0.16596392600331455
96,seeds_72,24.046512523927127,0.6589851024245992,False,0.2301052550028544
96,seeds_120,24.046069740898048,0.6589580447951044,False,0.38467724200017983
96,neighbors_24,24.04513500593598,0.6589142128339445,False,0.2184378470046795
96,neighbors_36,24.04621239254555,0.6589637383943117,False,0.264333606006403
96,neighbors_72,17.891946888058825,0.5199862235135398,False,0.371333870003582
96,hypotheses_5,24.046069740898048,0.6589580447951044,False,0.30132425199553836
96,hypotheses_10,24.046069740898048,0.6589580447951044,False,0.3021173310044105
96,hypotheses_30,24.046512523927127,0.6589851024245992,False,0.31071992900251644
96,motif_0,17.890767966281658,0.5199902431353706,False,0.2837114650028525
96,motif_075,24.046068909203804,0.6589580148565384,False,0.3063033220023499
96,motif_225,17.890898963572884,0.5199673514342646,False,0.30859789600071963
112,base,2.642471565219759,0.06056172411801223,True,0.21935011499590473
112,seeds_48,2.642471565219759,0.06056172411801223,True,0.11233708500367356
112,seeds_72,2.642471565219759,0.06056172411801223,True,0.16036776100372663
112,seeds_120,2.642471565219759,0.06056172411801223,True,0.2735159309959272
112,neighbors_24,1.7807316246644933,0.03019551190354494,True,0.17035001699696295
112,neighbors_36,1.488763571508353,0.038185151700274506,True,0.19681370099715423
112,neighbors_72,4.67715676131073,0.08769794581971128,True,0.23237216899724444
112,hypotheses_5,2.642471565219759,0.06056172411801223,True,0.21193787799711572
112,hypotheses_10,2.642471565219759,0.06056172411801223,True,0.2136494189981022
112,hypotheses_30,2.642471565219759,0.06056172411801223,True,0.2216774330008775
112,motif_0,4.676984025881332,0.08769549330829826,True,0.2069018890033476
112,motif_075,2.642637258786694,0.06056702275592115,True,0.21667614200123353
